Program_id,Emp_id,TRP,Program_name,Starting_time,Ending_time,Starting_Date,Ending_Date,Program_type,Sponsor,Number_of_Episodes
118,175,198.852,Bytecard,9:27 PM,5:16 PM,7/6/2006,17/08/2016,Aaaahhhhhhhhhh!,"INC Research Holdings, Inc.",74
916,109,54.645,Bigtax,12:28 PM,9:23 AM,16/01/2010,17/08/2015,Aaaahhhhhhhhhhh!,Kayne Anderson Energy Development Company,15
25,221,162.869,Gembucket,12:36 PM,2:55 AM,11/4/2002,5/1/2011,Aaaahhh!,"United Financial Bancorp, Inc. ",22
765,189,192.571,Vagram,7:00 PM,11:42 AM,7/9/2009,26/05/2011,Aaaahhhhhhhhhhhh!,Xcerra Corporation,53
62,238,7.635,Flexidy,2:24 PM,1:39 PM,3/12/2005,5/4/2012,Aaaahhhhhhhhhhhhhh!,Garrison Capital Inc.,65
978,72,397.804,Zontrax,1:50 AM,4:03 AM,19/10/2008,11/11/2010,Aaaahhhhhhhhhhh!,"Chiasma, Inc.",32
875,121,72.278,Keylex,3:55 AM,11:48 PM,15/09/2016,6/5/2006,Aaaahhhh!,Cigna Corporation,1
836,6,180.687,Pannier,1:06 AM,6:38 PM,26/02/2008,15/12/2012,Aaaahhhhhhhhhhh!,"Colony NorthStar, Inc.",58
730,234,62.259,Rank,8:31 PM,7:57 PM,9/8/2015,11/1/2001,Aaaahhhhhhhhhhhh!,Axar Acquisition Corp.,73
843,82,318.11,Otcom,11:57 PM,6:04 PM,22/04/2004,18/03/2014,Aaaahhhhhh!,The Priceline Group Inc. ,79
510,226,264.805,Alpha,11:08 PM,10:53 PM,26/11/2002,4/1/2006,Aaaahhhhh!,JM Global Holding Company,93
702,250,197.209,Aerified,9:03 AM,2:24 AM,3/1/2002,20/02/2006,Aaaahhhhhhhhh!,Peoples Financial Services Corp. ,97
104,181,259.438,Veribet,10:27 AM,1:27 AM,13/05/2014,24/07/2013,Aaaahhhhhhhhhhh!,Korea Electric Power Corporation,11
62,120,209.761,Solarbreeze,2:45 PM,3:26 PM,12/1/2016,16/10/2004,Aaaahhh!,New Age Beverages Corporation,56
162,5,126.804,Gembucket,5:17 PM,6:46 AM,16/09/2013,1/11/2014,Aaaahhhhhhhhhhhh!,Rex Energy Corporation,10
202,128,240.316,Home Ing,6:09 AM,1:00 AM,15/11/2010,21/07/2007,Aaaahhhhhh!,"ONEOK, Inc.",94
819,160,440.269,Flowdesk,2:20 AM,7:10 PM,11/3/2015,15/05/2015,Aaaahhhhhhhhhhh!,Perry Ellis International Inc.,10
888,235,138.646,Cardify,9:35 AM,5:48 PM,29/10/2008,9/3/2011,Aaaahhhhhh!,"Scudder Global High Income Fund, Inc.",58
561,38,268.577,Zontrax,11:51 AM,1:39 PM,12/5/2004,20/09/2004,Aaaahhh!,ChannelAdvisor Corporation,74
27,35,450.458,Sub-Ex,3:30 AM,8:06 PM,25/12/2005,7/8/2007,Aaaahhhhhhh!,"Manhattan Associates, Inc.",7
539,231,227.915,Keylex,2:10 AM,10:26 AM,11/11/2004,31/08/2010,Aaaahhhhhh!,Qwest Corporation,52
12,250,280.698,Bitchip,4:32 PM,11:18 PM,17/08/2012,6/8/2012,Aaaahhhhh!,INVESCO MORTGAGE CAPITAL INC,92
621,155,477.671,Flowdesk,10:29 PM,12:36 PM,13/01/2002,6/5/2008,Aaaahhhhhh!,HealthSouth Corporation,56
791,146,396.296,Wrapsafe,11:02 PM,12:04 PM,9/6/2008,28/12/2012,Aaaahhhh!,NXP Semiconductors N.V.,14
877,125,351.499,Otcom,2:50 AM,1:37 AM,13/09/2010,12/11/2002,Aaaahhhhh!,Chemung Financial Corp,6
461,211,191.5,Toughjoyfax,7:29 AM,9:08 PM,7/5/2006,31/03/2014,Aaaahhhhhhhhh!,Toro Company (The),24
837,181,12.541,Trippledex,8:43 PM,7:02 PM,23/11/2013,8/10/2016,Aaaahhhhhhhhhhh!,"Wecast Network, Inc.",65
111,194,285.751,Quo Lux,11:06 PM,7:38 PM,12/10/2010,7/11/2008,Aaaahhhhhhhhh!,CVS Health Corporation,3
499,102,2.522,Job,2:50 PM,11:54 PM,22/10/2016,7/7/2010,Aaaahhhhhhhhhhhh!,"Kratos Defense & Security Solutions, Inc.",26
891,162,354.305,Stim,2:56 AM,11:01 AM,20/04/2012,10/5/2007,Aaaahhhhhh!,"Maui Land & Pineapple Company, Inc.",87
514,115,360.426,Home Ing,12:32 PM,11:26 AM,11/7/2004,9/5/2002,Aaaahhhhhhhhhhhhhh!,"1-800 FLOWERS.COM, Inc.",46
737,180,245.087,Overhold,3:57 PM,6:32 PM,24/06/2003,4/10/2011,Aaaahhhhhhhh!,"Basic Energy Services, Inc.",21
794,171,238.535,Bitchip,1:46 PM,7:39 AM,28/09/2012,2/4/2015,Aaaahhhhhh!,"First Savings Financial Group, Inc.",97
194,72,83.64,Zontrax,3:53 PM,4:15 PM,4/11/2004,19/11/2008,Aaaahhhhh!,PrimeEnergy Corporation,20
504,157,21.831,Tampflex,7:15 AM,2:08 AM,12/3/2010,11/3/2009,Aaaahhhhhhh!,Integra LifeSciences Holdings Corporation,57
307,178,365.557,Bigtax,2:41 AM,5:04 PM,9/7/2015,19/01/2000,Aaaahhhhhhhhhhh!,Fulton Financial Corporation,59
219,185,184.132,Home Ing,10:47 PM,9:55 PM,25/12/2016,4/11/2013,Aaaahhh!,American Vanguard Corporation,47
880,61,48.223,Zamit,11:29 PM,6:56 PM,11/8/2001,27/10/2004,Aaaahhh!,"Viking Therapeutics, Inc.",74
939,182,251.279,Stim,8:26 PM,5:25 PM,14/04/2001,30/12/2003,Aaaahhhhh!,"TCW Strategic Income Fund, Inc.",24
930,4,223.133,Greenlam,10:54 PM,1:16 PM,5/10/2016,1/12/2014,Aaaahhh!,"BioTelemetry, Inc.",24
209,183,213.986,Fixflex,5:52 PM,11:55 PM,29/06/2016,14/05/2008,Aaaahhhhhh!,Cross Timbers Royalty Trust,12
667,78,361.659,Lotstring,10:00 PM,3:50 PM,3/8/2005,16/06/2013,Aaaahhhhhhhhhhhh!,iRadimed Corporation,69
81,9,39.526,Namfix,8:12 AM,7:36 PM,17/01/2006,10/10/2005,Aaaahhhhhh!,"Genesis Energy, L.P.",37
518,78,219.898,Greenlam,5:20 PM,2:05 AM,6/9/2000,8/3/2001,Aaaahhhhhhhhhhh!,XOMA Corporation,78
372,49,211.757,Aerified,12:58 AM,12:06 AM,21/09/2001,4/11/2006,Aaaahhhhhhhhhh!,"Spark Therapeutics, Inc.",69
357,172,253.552,Stringtough,5:49 AM,7:56 PM,13/06/2010,16/12/2007,Aaaahhhhhhhhh!,Express Scripts Holding Company,1
583,169,469.896,Treeflex,1:57 AM,1:41 PM,26/10/2003,27/01/2014,Aaaahhhhhhhhhh!,Balchem Corporation,32
676,74,214.787,Fixflex,4:29 AM,3:43 AM,1/1/2002,23/12/2007,Aaaahhhhhhh!,"Ruby Tuesday, Inc.",80
439,110,84.59,Kanlam,4:41 PM,3:40 PM,30/12/2007,24/02/2014,Aaaahhhhhhhhhhhh!,Chesapeake Energy Corporation,61
84,115,342.18,Temp,3:25 PM,10:10 AM,28/01/2005,1/3/2010,Aaaahhh!,Energous Corporation,32
294,97,365.7,Fix San,12:09 AM,10:38 PM,3/10/2014,28/08/2000,Aaaahhhhhhhh!,Chimera Investment Corporation,43
111,140,108.233,Treeflex,1:56 AM,5:36 AM,5/11/2003,31/10/2005,Aaaahhhhhhhhhhhhhh!,GW Pharmaceuticals Plc,58
747,147,58.493,Duobam,12:44 AM,9:51 PM,24/01/2003,24/04/2001,Aaaahhhhhhhhhhhh!,"Qorvo, Inc.",86
608,128,330.593,Bitwolf,8:16 AM,6:11 AM,29/12/2000,12/9/2015,Aaaahhhhhhhhhhh!,"Sensus Healthcare, Inc.",61
378,25,145.361,Aerified,2:28 AM,1:14 AM,26/01/2011,2/12/2009,Aaaahhhhh!,Masonite International Corporation,90
393,11,358.977,Ventosanzap,4:27 PM,4:10 PM,20/01/2000,30/07/2001,Aaaahhhhhhhhhhhhhh!,"Real Industry, Inc. ",30
215,241,397.566,Stim,4:57 PM,11:18 PM,5/9/2003,17/09/2014,Aaaahhhhhhhhhhhhhhh!,PowerShares DWA Industrials Momentum Portfolio,19
918,125,4.93,Zaam-Dox,12:30 PM,6:28 AM,22/12/2010,7/1/2014,Aaaahhhhhhh!,"Apogee Enterprises, Inc.",62
6,225,201.49,Trippledex,7:20 AM,10:59 PM,14/10/2007,21/07/2015,Aaaahhhhhhhhh!,"Templeton Emerging Markets Income Fund, Inc.",30
308,248,34.047,Flexidy,3:41 PM,4:31 AM,19/11/2013,26/01/2012,Aaaahhhhhhhhhhhhhhh!,Hoegh LNG Partners LP,93
635,5,474.568,Namfix,6:10 AM,1:30 PM,11/6/2015,19/04/2000,Aaaahhhhhhhhhhhh!,"Taubman Centers, Inc.",24
959,34,143.107,Cardify,6:57 AM,10:07 PM,13/09/2005,27/09/2006,Aaaahhhhhhhhhhh!,iShares MSCI Europe Small-Cap ETF,99
346,237,130.937,Sonsing,11:09 PM,11:45 AM,25/03/2006,4/5/2012,Aaaahhhh!,Radian Group Inc.,8
32,221,199.127,Hatity,10:33 AM,9:50 PM,14/01/2003,20/11/2004,Aaaahhhhhhhhhhhhh!,"Kelly Services, Inc.",54
56,219,346.098,Flowdesk,12:44 AM,12:51 AM,8/1/2001,21/05/2008,Aaaahhhhhhh!,"CoreCivic, Inc.",17
639,89,283.922,Opela,2:36 PM,7:35 AM,20/10/2003,6/10/2002,Aaaahhhh!,"HD Supply Holdings, Inc.",84
122,84,342.417,Y-Solowarm,2:07 PM,5:08 PM,3/8/2002,7/6/2010,Aaaahhhhhhhhhh!,Ameren Corporation,74
386,31,470.913,Zontrax,6:32 PM,4:27 PM,19/11/2005,8/3/2006,Aaaahhhhhhhhhhhhhh!,Putnam Master Intermediate Income Trust,2
274,140,180.213,Cardguard,11:43 PM,10:28 AM,3/9/2002,11/8/2002,Aaaahhhhhhhhhhhhhhh!,Saban Capital Acquisition Corp.,92
59,249,57.805,Stim,10:36 AM,4:11 AM,24/07/2014,25/12/2000,Aaaahhh!,"Bojangles&#39;, Inc.",3
462,184,239.377,Flowdesk,4:51 AM,4:47 PM,27/03/2003,11/6/2001,Aaaahhhhhhhhhhhhhh!,National Holdings Corporation,50
958,133,481.689,Hatity,12:27 PM,3:53 AM,27/11/2003,19/12/2002,Aaaahhhhhhhhhhh!,"Foot Locker, Inc.",31
423,121,377.331,Alphazap,9:12 PM,5:00 PM,16/06/2000,31/12/2011,Aaaahhhhhhhhhhhhhh!,Deckers Outdoor Corporation,70
883,248,447.434,Bitwolf,3:31 PM,1:45 PM,11/9/2010,14/07/2012,Aaaahhhhhh!,"Enbridge Energy, L.P.",8
236,249,167.091,Redhold,11:11 PM,2:58 AM,4/1/2005,29/05/2002,Aaaahhhhhhhhhhhhhh!,AquaVenture Holdings Limited,98
591,51,454.197,Tempsoft,5:47 AM,1:18 PM,16/10/2000,27/01/2013,Aaaahhhh!,Quaker Chemical Corporation,15
944,33,7.174,Cookley,2:57 PM,5:14 AM,19/05/2000,13/12/2010,Aaaahhhhhhhhhhhhhh!,"PC Connection, Inc.",91
209,211,72.262,Tin,1:46 AM,12:34 PM,15/08/2000,11/6/2001,Aaaahhhhhhhhh!,Annaly Capital Management Inc,82
239,94,89.194,Daltfresh,3:59 PM,6:04 AM,4/4/2000,25/02/2016,Aaaahhh!,Heritage Financial Corporation,73
395,106,168.523,Matsoft,3:43 AM,9:26 PM,31/10/2010,9/9/2008,Aaaahhhhhhh!,BalckRock Taxable Municipal Bond Trust,52
166,17,322.005,Overhold,4:27 PM,6:00 AM,14/08/2000,3/9/2010,Aaaahhhhhhhhhhhh!,Arcos Dorados Holdings Inc.,75
52,68,105.357,Otcom,11:26 AM,9:07 AM,14/09/2008,20/11/2008,Aaaahhhhhhhh!,"Myers Industries, Inc.",82
232,182,453.882,Cardguard,1:31 AM,11:33 PM,6/7/2009,31/10/2000,Aaaahhhhhhhhhh!,"DST Systems, Inc.",46
620,234,111.261,Tempsoft,7:35 AM,8:24 PM,15/02/2003,3/3/2011,Aaaahhhhhhh!,"Caseys General Stores, Inc.",19
307,30,132.027,Sub-Ex,6:55 PM,12:54 PM,14/05/2013,7/8/2012,Aaaahhhhhhhhhhh!,"Presidio, Inc.",94
594,95,8.909,Konklab,3:12 PM,5:37 AM,30/03/2016,17/09/2000,Aaaahhhhhhhhhhhhhhh!,Destination Maternity Corporation,15
600,222,115.485,Gembucket,1:10 PM,6:23 PM,17/12/2000,14/09/2013,Aaaahhhhhhhhhhhh!,Invesco Plc,93
43,249,473.389,Tresom,3:04 PM,11:09 AM,26/07/2003,13/03/2002,Aaaahhhhhhhhh!,Mallinckrodt plc,75
894,76,288.407,Veribet,12:04 AM,7:59 PM,1/9/2000,19/11/2009,Aaaahhhhh!,First Trust BICK Index Fund,67
80,116,372.274,Bytecard,10:05 PM,4:44 AM,25/05/2014,12/6/2002,Aaaahhhhhh!,Prudential Public Limited Company,26
145,220,423.746,Y-find,8:10 PM,10:16 PM,27/06/2010,11/9/2014,Aaaahhhhh!,GasLog LP.,45
157,2,379.63,It,12:58 PM,3:23 PM,20/04/2008,1/11/2010,Aaaahhhhhhhhhhh!,StoneCastle Financial Corp,18
12,162,483.968,Alpha,4:38 AM,4:59 PM,14/03/2005,8/1/2010,Aaaahhhhhhh!,"Boston Private Financial Holdings, Inc.",79
619,127,433.75,Temp,3:54 AM,2:59 PM,29/08/2015,8/1/2004,Aaaahhhhhhhhhh!,"HopFed Bancorp, Inc.",50
754,198,339.32,Lotstring,10:09 AM,5:53 PM,30/08/2001,11/3/2001,Aaaahhhhhhhhhhhhhh!,Ciner Resources LP,76
382,42,153.353,Tempsoft,5:39 PM,7:03 PM,16/09/2001,23/12/2010,Aaaahhh!,"MasTec, Inc.",77
574,167,282.627,Matsoft,8:12 PM,12:05 PM,29/10/2007,19/06/2008,Aaaahhhhhhhhhh!,Cooper-Standard Holdings Inc.,94
80,112,145.994,Rank,1:50 AM,3:16 AM,18/04/2005,22/04/2004,Aaaahhhhhhhh!,Rowan Companies plc,97
609,50,469.851,Treeflex,12:27 AM,10:01 PM,9/10/2006,27/07/2011,Aaaahhh!,VictoryShares Dividend Accelerator ETF,35
150,198,175.47,Opela,4:46 AM,1:32 PM,22/09/2006,19/04/2005,Aaaahhh!,"Analog Devices, Inc.",50
564,80,394.039,Voltsillam,9:05 AM,11:14 AM,11/5/2014,16/02/2004,Aaaahhhhhhh!,Mercer International Inc.,85
552,218,484.623,Veribet,9:22 PM,1:18 AM,10/6/2005,23/12/2010,Aaaahhhhhhhhh!,CTS Corporation,47
568,185,303.698,Matsoft,8:35 PM,1:45 AM,4/11/2014,4/8/2004,Aaaahhhhhhhhhhhh!,DCP Midstream LP,30
34,186,442.998,Fintone,3:42 PM,12:26 AM,2/4/2006,11/4/2014,Aaaahhhhhhhhhhhhhhh!,Barings Corporate Investors,49
47,197,284.178,Regrant,7:53 PM,5:58 AM,24/01/2009,8/11/2008,Aaaahhhhhhhhhhhhhhh!,First Trust NASDAQ Smartphone Index Fund,46
361,238,254.826,Greenlam,3:28 AM,8:37 PM,29/04/2012,14/03/2000,Aaaahhhhhhhhhhh!,"Lydall, Inc.",5
563,105,475.554,Quo Lux,5:11 PM,3:11 PM,13/02/2008,11/4/2005,Aaaahhhhhhhhhhhhhhh!,Wells Fargo & Company,14
710,76,296.058,Cardguard,5:37 PM,2:39 PM,5/3/2012,11/12/2007,Aaaahhhhhhhhhhh!,BBVA Banco Frances S.A.,80
812,214,451.67,Lotstring,7:05 PM,8:35 PM,3/8/2001,22/04/2004,Aaaahhhhhh!,"SK Telecom Co., Ltd.",61
748,142,436.922,Bamity,5:15 PM,6:52 PM,30/11/2001,26/09/2007,Aaaahhhhhhhhhhhhhhh!,"AMC Entertainment Holdings, Inc.",82
943,113,33.757,Stim,7:30 PM,4:56 PM,12/10/2006,13/09/2010,Aaaahhhhhh!,Eagle Bulk Shipping Inc.,99
341,109,117.081,Span,10:55 AM,4:34 PM,19/07/2008,23/01/2014,Aaaahhh!,"Gray Television, Inc.",44
934,50,181.172,Span,5:31 AM,12:37 AM,1/6/2015,6/7/2000,Aaaahhhh!,iShares S&P Emerging Markets Infrastructure Index Fund,74
865,11,403.237,Zontrax,12:38 AM,12:31 AM,14/08/2003,7/6/2005,Aaaahhhhhhhhh!,Tejon Ranch Co,92
61,79,437.041,Y-Solowarm,10:44 AM,2:02 AM,28/11/2012,30/04/2014,Aaaahhhhhhh!,"Sensus Healthcare, Inc.",79
123,78,100.2,Zontrax,4:22 PM,1:43 AM,15/02/2008,2/2/2007,Aaaahhhhh!,Royal Dutch Shell PLC,45
306,137,493.385,Job,12:43 AM,12:31 AM,23/10/2012,3/5/2016,Aaaahhhhhhhhh!,"McCormick & Company, Incorporated",37
915,7,351.376,Gembucket,8:53 PM,1:23 PM,25/10/2013,11/6/2012,Aaaahhhhhhhhh!,"Broadridge Financial Solutions, Inc.",27
776,139,55.715,Hatity,1:05 AM,1:49 AM,31/12/2009,21/10/2001,Aaaahhhhhhhhhhhhhh!,"ModusLink Global Solutions, Inc",16
49,117,87.478,Biodex,4:45 AM,6:14 PM,18/09/2000,25/02/2004,Aaaahhhhhhhhhhhh!,"Camping World Holdings, Inc.",45
871,36,161.822,Fixflex,2:47 AM,5:10 AM,23/01/2013,6/9/2003,Aaaahhhhhh!,"Minerva Neurosciences, Inc",58
48,12,272.422,Stronghold,5:44 PM,8:36 AM,12/8/2014,18/08/2011,Aaaahhhhhhhhhhhhhhh!,XBiotech Inc.,68
732,224,361.611,Domainer,5:53 PM,1:53 AM,28/10/2012,15/02/2010,Aaaahhhhh!,Tuniu Corporation,75
334,33,203.623,Konklux,4:15 AM,4:33 PM,31/01/2007,20/11/2003,Aaaahhhh!,Corcept Therapeutics Incorporated,11
321,18,67.681,Latlux,4:50 PM,4:30 AM,1/6/2004,17/05/2012,Aaaahhh!,ARRIS International plc,45
192,111,307.921,It,3:26 AM,12:35 AM,23/12/2005,22/11/2000,Aaaahhhhh!,Telecom Argentina Stet - France Telecom S.A.,86
500,131,499.544,Matsoft,8:31 AM,12:06 AM,13/01/2014,7/4/2001,Aaaahhhhhhhh!,Brookfield Global Listed Infrastructure Income Fund,31
224,157,126.649,Lotlux,9:49 PM,8:16 PM,4/8/2011,31/07/2003,Aaaahhhhhhhhhhhhhhh!,JetBlue Airways Corporation,84
618,210,174.25,Holdlamis,12:51 PM,11:17 PM,23/07/2009,24/08/2014,Aaaahhhhh!,Navient Corporation,29
828,196,123.205,Prodder,2:47 AM,8:06 PM,14/08/2013,22/01/2013,Aaaahhhhhhhhhhhhhh!,Kimco Realty Corporation,65
241,32,148.958,Latlux,5:34 PM,1:20 PM,7/12/2002,30/11/2015,Aaaahhhhhhhhhhh!,Infinera Corporation,80
644,22,464.211,Fix San,4:38 AM,12:54 AM,22/12/2014,28/12/2007,Aaaahhhhhhhhhh!,"STARWOOD PROPERTY TRUST, INC.",19
720,238,267.044,Tin,8:58 PM,4:13 PM,18/03/2011,11/9/2006,Aaaahhhhhhhhhh!,"Gamco Investors, Inc.",18
864,215,184.215,Transcof,4:01 AM,7:40 AM,15/06/2001,17/04/2010,Aaaahhh!,"CST Brands, Inc.",55
917,101,92.696,Zontrax,12:23 PM,9:34 PM,17/09/2012,27/05/2005,Aaaahhhhhhhhhhhhh!,First Financial Bancorp.,67
152,64,168.202,Biodex,5:50 AM,8:34 AM,1/6/2010,8/6/2011,Aaaahhhhhhhhhhh!,State Street Corporation,18
681,209,324.632,Bamity,2:20 AM,2:03 PM,9/12/2001,1/10/2013,Aaaahhh!,TESSCO Technologies Incorporated,86
889,172,53.295,Stim,8:37 PM,1:58 PM,19/06/2009,17/04/2004,Aaaahhhhhhhhhhhhh!,"CAS Medical Systems, Inc.",8
623,95,167.222,Y-find,10:54 PM,2:16 PM,17/10/2009,23/03/2006,Aaaahhhh!,Nortel Inversora SA,46
74,24,23.781,Latlux,6:32 AM,10:15 AM,29/09/2012,25/05/2015,Aaaahhhhh!,"Box, Inc.",28
423,238,96.234,Bigtax,10:39 PM,9:10 PM,23/03/2006,13/06/2001,Aaaahhhhhhhhhhhhhhh!,"Kandi Technologies Group, Inc.",23
386,219,67.694,Sub-Ex,11:47 AM,10:21 AM,9/9/2001,5/11/2010,Aaaahhhhhhhhhh!,"Gener8 Maritime, Inc.",6
278,217,388.575,Tresom,6:18 PM,3:09 PM,27/09/2014,18/07/2010,Aaaahhhhhh!,"CBL & Associates Properties, Inc.",6
954,155,95.567,Zaam-Dox,8:05 PM,3:09 AM,17/10/2003,28/07/2011,Aaaahhhhhhhhhhh!,Kayne Anderson MLP Investment Company,46
718,74,88.983,Bitwolf,10:19 AM,4:45 AM,13/03/2011,10/9/2001,Aaaahhh!,Invesco Quality Municipal Income Trust,28
704,71,228.474,Wrapsafe,4:30 PM,10:25 PM,26/09/2008,16/02/2014,Aaaahhhhhhhhhhhhhhh!,"PHI, Inc.",8
248,75,470.151,Latlux,4:02 AM,3:28 AM,4/2/2006,13/11/2008,Aaaahhhhhhhhhhhh!,"RealPage, Inc.",27
820,162,232.89,Home Ing,10:19 AM,9:24 AM,15/05/2012,11/10/2009,Aaaahhhhhhhhhhhhh!,The First of Long Island Corporation,7
660,229,286.407,Kanlam,3:47 PM,7:04 AM,22/01/2007,12/10/2003,Aaaahhhh!,Dextera Surgical Inc.,31
185,78,424.084,Domainer,1:54 AM,12:26 PM,1/4/2003,16/10/2015,Aaaahhhhhhh!,Sherwin-Williams Company (The),87
335,125,400.272,Voyatouch,10:32 AM,5:26 PM,24/06/2013,28/04/2012,Aaaahhhhhhhh!,Check-Cap Ltd.,55
300,176,11.057,Cardguard,9:51 AM,6:25 PM,6/1/2007,7/11/2000,Aaaahhhhhhhhhhh!,Regency Centers Corporation,18
586,183,411.382,Redhold,10:32 AM,10:01 PM,15/05/2010,24/06/2000,Aaaahhhhhhhhhhhh!,Alpine Global Premier Properties Fund,29
347,111,399.789,Rank,12:09 PM,10:32 PM,8/8/2014,3/5/2012,Aaaahhhhhhhhhhhhhhh!,"Revlon, Inc.",7
691,103,436.307,Holdlamis,4:44 AM,4:41 PM,12/3/2009,20/07/2011,Aaaahhhhhhhh!,Quorum Health Corporation,34
202,241,105.338,Wrapsafe,11:20 PM,11:26 PM,1/2/2000,24/01/2010,Aaaahhhhhhhhhhhhhhh!,"Align Technology, Inc.",68
352,10,87.689,Zaam-Dox,2:12 AM,3:35 PM,25/05/2001,5/9/2004,Aaaahhhhhh!,IntriCon Corporation,25
238,151,225.223,Sonsing,4:51 PM,12:39 AM,9/5/2000,8/12/2015,Aaaahhhhh!,"PNC Financial Services Group, Inc. (The)",54
902,231,464.623,Voltsillam,10:55 PM,12:05 AM,19/06/2013,22/09/2014,Aaaahhh!,Nuveen Floating Rate Income Fund,55
184,40,264.453,Vagram,10:36 AM,10:51 PM,26/01/2007,15/02/2006,Aaaahhhh!,"NxStage Medical, Inc.",4
961,132,197.385,Flexidy,7:45 PM,10:46 AM,16/09/2008,6/6/2000,Aaaahhhhhhhh!,VivoPower International PLC,6
705,87,133.226,It,4:39 PM,11:39 PM,14/02/2013,2/3/2010,Aaaahhhhhhhhhhhhhh!,"RCM Technologies, Inc.",81
478,166,311.815,Transcof,9:33 PM,12:17 PM,25/02/2014,9/6/2011,Aaaahhhh!,"Protagonist Therapeutics, Inc.",78
158,142,467.941,Fix San,4:15 AM,7:37 PM,7/7/2011,31/05/2011,Aaaahhhhhhh!,"Washington Trust Bancorp, Inc.",86
312,124,482.637,Vagram,5:32 PM,10:37 AM,14/02/2009,26/12/2001,Aaaahhhhhhhh!,Regal Entertainment Group,34
695,43,28.682,Toughjoyfax,6:21 AM,8:44 AM,6/5/2008,25/11/2005,Aaaahhhhhhhhhhhhhhh!,BlackRock Capital Investment Corporation,39
407,114,291.49,Aerified,1:06 PM,5:21 PM,16/02/2007,28/05/2011,Aaaahhhhhhhhhhhh!,Zions Bancorporation,46
329,34,169.372,Daltfresh,11:55 PM,12:24 PM,18/05/2002,12/1/2003,Aaaahhhhhh!,ResMed Inc.,33
231,208,435.511,Y-find,1:36 AM,12:42 PM,24/01/2014,9/1/2007,Aaaahhhhhhh!,"Neos Therapeutics, Inc.",67
694,21,178.332,Zaam-Dox,2:29 AM,6:04 PM,6/1/2001,14/02/2010,Aaaahhhh!,"Boston Beer Company, Inc. (The)",81
862,41,44.75,Y-Solowarm,9:44 AM,1:22 PM,4/2/2016,17/07/2012,Aaaahhhhhhhhhhhhh!,Legg Mason Global Infrastructure ETF,10
700,79,44.123,Trippledex,3:16 PM,12:22 AM,31/08/2005,11/9/2005,Aaaahhhhhh!,Cypress Semiconductor Corporation,98
126,71,271.019,Regrant,7:47 AM,2:06 PM,8/6/2008,31/12/2005,Aaaahhhhhhhhhhhhhhh!,"LightInTheBox Holding Co., Ltd.",25
672,225,100.469,Temp,1:41 PM,9:35 PM,15/04/2005,21/06/2012,Aaaahhhhh!,"LightPath Technologies, Inc.",65
617,55,405.006,Ronstring,1:39 PM,2:13 PM,20/01/2013,28/03/2001,Aaaahhhhhhhhhh!,"CalAtlantic Group, Inc.",10
190,68,332.42,Quo Lux,8:40 AM,10:34 AM,8/10/2009,13/10/2014,Aaaahhhhhhhhhhhhhh!,Tekla Life Sciences Investors,13
947,143,336.353,Sonair,8:58 PM,11:51 PM,12/4/2001,20/05/2007,Aaaahhhhhhhhhhhh!,Fastenal Company,47
412,88,158.134,Viva,9:02 AM,2:28 AM,18/02/2002,5/3/2004,Aaaahhhhhh!,"USA Technologies, Inc.",25
892,139,219.091,Ronstring,11:19 PM,1:33 PM,25/01/2005,22/01/2002,Aaaahhhhhhhhh!,"ATN International, Inc.",13
262,59,167.104,Duobam,2:08 AM,12:47 AM,6/4/2001,20/10/2001,Aaaahhhhhhhhhhhhh!,CombiMatrix Corporation,28
598,82,241.815,Zathin,3:18 PM,10:35 PM,30/07/2012,13/02/2016,Aaaahhh!,iStar Financial Inc.,37
947,160,402.202,Viva,8:35 AM,11:22 PM,23/06/2006,25/09/2000,Aaaahhhhhhhhhh!,"BancorpSouth, Inc.",33
751,57,414.628,Flexidy,9:08 AM,6:56 PM,10/2/2007,16/11/2013,Aaaahhhhhhhhhhhhhhh!,Axis Capital Holdings Limited,18
579,3,84.432,Sonsing,2:40 PM,1:16 PM,9/11/2005,29/11/2014,Aaaahhhhhhhh!,"Nexeo Solutions, Inc.",12
193,54,17.861,Namfix,9:49 AM,8:17 PM,28/11/2008,13/02/2010,Aaaahhhhhhh!,"Activision Blizzard, Inc",18
677,223,163.153,Fixflex,5:43 AM,4:14 AM,30/06/2006,23/12/2011,Aaaahhh!,"YRC Worldwide, Inc.",41
926,47,323.54,Daltfresh,2:44 PM,8:27 PM,6/9/2003,4/1/2013,Aaaahhhhhhhhhhhhh!,"MCBC Holdings, Inc.",1
219,193,148.618,It,12:47 PM,10:48 PM,8/9/2008,16/10/2006,Aaaahhh!,"Nasdaq, Inc.",55
553,111,112.015,Redhold,10:58 AM,8:24 AM,16/04/2003,21/03/2016,Aaaahhhhhhhhhhhhhhh!,"West Marine, Inc.",22
775,200,381.656,Toughjoyfax,11:57 AM,2:59 AM,29/06/2010,16/06/2016,Aaaahhhhhhhhh!,"Royal Bancshares of Pennsylvania, Inc.",52
903,145,170.193,Sonair,3:40 AM,8:16 AM,14/11/2014,24/10/2003,Aaaahhh!,D/B/A Chubb Limited New,39
804,36,155.513,Trippledex,5:25 PM,5:13 PM,15/01/2005,19/04/2001,Aaaahhhhhhh!,"Nutanix, Inc.",87
